id_centro,id_comuna,nombre_centro,tipo_centro,afiliacion_centro
4959,252,Centro de Salud CIREPLAST,Otro,Privado
4960,252,Centro de Salud Mamodiagnosis,Otro,Privado
4961,252,Centro de la Cruz Roja Temuco,Otro,Privado
4962,252,Laboratorio Clínico Austral,Laboratorio,Privado
4963,252,Laboratorio Clínico Dra. Ruth Schurch,Laboratorio,Privado
4964,252,Laboratorio Clínico Bioanalisis,Laboratorio,Privado
4965,252,Laboratorio Clínico Caupolican,Laboratorio,Privado
4966,252,Laboratorio Clínico Central,Laboratorio,Privado
4967,252,Laboratorio Clínico Imex,Laboratorio,Privado
4968,252,Laboratorio Inmunológico del Sur (Labisur),Laboratorio,Privado
4969,252,Laboratorio de Citopatología y Papanicolau,Laboratorio,Privado
4970,252,Laboratorio Clínico Génesis,Laboratorio,Privado
4971,252,Laboratorio Clínico Antumalal,Laboratorio,Privado
4972,252,Laboratorio Clínico Neolab,Laboratorio,Privado
4973,252,Laboratorio Clínico Medisur,Laboratorio,Privado
4974,252,Laboratorio Citopatología Dra. Espejo,Laboratorio,Privado
4975,252,Centro Diagnóstico Histopatología Citopatología,Otro,Privado
4976,252,Centro Radiológico y Ecotomografico Imagen,Otro,Privado
4977,252,Instituto de Mamografía Limitada,Otro,Privado
4978,252,Sociedad Inmunomédica Diagnóstico Temuco,Otro,Privado
4979,265,Laboratorio Clínico Pitrufquén,Laboratorio,Privado
4980,266,Laboratorio Clínico Pucón,Laboratorio,Privado
4981,271,Centro Radiológico Villarrica,Otro,Privado
4982,271,Laboratorio Clínico del Lago,Laboratorio,Privado
4983,252,Centro de Salud Gendarmería de Chile (Temuco),Otro,Privado
4984,252,Centro de Salud Regional de Gendarmería de Chile Región de La Araucanía,Otro,Privado
4985,271,SurImagen Ltda.,Otro,Privado
4986,252,Centro Médico y Dental de Carabineros de Chile Zona IX Araucanía,Centro Médico,Privado
4987,252,Sociedad de Imagenología Clínica Bioimagen Ltda.,Clínica,Privado
4988,252,Laboratorio Sociedad Inmunomédica,Laboratorio,Privado
4989,252,Laboratorio Clínico Bionet S.A,Laboratorio,Privado
4990,252,Centro de Salud Familiar Miraflores (Temuco),CESFAM,Público
4991,256,Centro de Salud Familiar Freire,CESFAM,Público
4992,252,Centro de Salud Familiar Villa Alegre,CESFAM,Público
4993,252,Centro de Salud Familiar Santa Rosa,CESFAM,Público
4994,252,Centro de Salud Familiar Amanecer,CESFAM,Público
4995,263,Centro de Salud Familiar Padre Las Casas,CESFAM,Público
4996,252,Centro de Salud Familiar Pueblo Nuevo,CESFAM,Público
4997,261,Centro de Salud Familiar Melipeuco,CESFAM,Público
4998,268,Centro de Salud Familiar Teodoro Schmidt,CESFAM,Público
4999,255,Consultorio Curarrehue,Otro,Público
5000,264,Consultorio Perquenco,Otro,Público
5001,254,Centro de Salud Familiar Andrés Sandoval Calderón,CESFAM,Público
5002,272,Centro de Salud Familiar Chol Chol,CESFAM,Público
5003,253,Centro de Salud Familiar Trovolhue,CESFAM,Público
5004,271,Centro de Salud Familiar Villarrica,CESFAM,Público
5005,263,Centro de Salud Familiar Las Colinas,CESFAM,Público
5006,256,Centro de Salud Familiar Quepe,CESFAM,Público
5007,262,Centro de Salud Intercultural Boroa Filulawen,Otro,Público
5008,262,Centro de Salud Familiar Nueva Imperial,CESFAM,Público
5009,263,Centro de Salud Familiar Pulmahue,CESFAM,Público
5010,252,Centro de Referencia de Salud Miraflores,Otro,Público
5011,252,COSAM PRAIS,Otro,Público
5012,252,CECOSAM Temuco,Otro,Público
5013,259,Centro de Salud Familiar Lautaro,CESFAM,Público
5014,252,Centro de Salud Familiar Pedro de Valdivia,CESFAM,Público
5015,271,Centro de Salud Familiar Lican Ray,CESFAM,Público
5016,268,Centro de Salud Familiar Hualpín,CESFAM,Público
5017,252,Centro de Salud Familiar Labranza,CESFAM,Público
5018,263,COSAM Padre las Casas,Otro,Público
5019,252,Centro de Salud Docente Asistencial Monseñor Sergio Valech,Otro,Público
5020,265,Centro de Salud Rural Pitrufquén,Otro,Público
5021,271,Centro de Salud Familiar Los Volcanes,CESFAM,Público
5022,266,Centro de Salud Familiar Rural Pucón,CESFAM,Público
5023,257,Posta de Salud Rural La Piedra,Posta,Público
5025,252,Posta de Salud Rural Labranza,Posta,Público
5026,263,Posta de Salud Rural Roble Huacho,Posta,Público
5027,263,Posta de Salud Rural Laurel Huacho,Posta,Público
5028,252,Posta de Salud Rural Collimallín,Posta,Público
5029,273,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S Araucanía Norte),Otro,Público
5030,273,PRAIS (S.S Araucanía Norte),Otro,Público
5031,273,Clínica Dental Móvil Triple. Pat. BBTD27 (Angol),Clínica,Público
5032,273,Clínica Dental Móvil Triple. Pat. BBTD28 (Angol),Clínica,Público
5033,273,Hospital de Campaña Estados Unidos (Angol),Hospital,Público
5034,273,Hospital de Campaña Nº 2 (Servicio de Salud),Hospital,Público
5035,273,Hospital de Campaña Nº 3 (Servicio de Salud),Hospital,Público
5036,273,Hospital Dr. Mauricio Heyermann (Angol),Hospital,Público
5037,280,Hospital de Purén,Hospital,Público
5038,278,Consultorio Los Sauces,Otro,Público
5039,274,Hospital de Collipulli,Hospital,Público
5040,282,Hospital Dr. Dino Stagno M.(Traiguén),Hospital,Público
5041,279,Consultorio Lumaco,Otro,Público
5042,283,Hospital San José de Victoria,Hospital,Público
5043,275,Hospital Dr. Oscar Hernández E.(Curacautín),Hospital,Público
5044,277,Hospital de Lonquimay,Hospital,Público
5045,273,Clínica de la Asociación Chilena de Seguridad AChS Angol,Clínica,Privado
5046,273,Centro de Salud Gendarmería de Chile Angol,Otro,Privado
5047,273,Laboratorio Biomec,Laboratorio,Privado
5048,273,Laboratorio Clínico Angol,Laboratorio,Privado
5049,273,Vacunatorio Myrta Aravena Fuentes,Vacunatorio,Privado
5050,273,Consultorio Prefectura de Carabineros de Chile Malleco,Otro,Privado
5051,281,Centro de Salud Familiar Renaico,CESFAM,Público
5052,273,Centro de Salud Familiar Huequén,CESFAM,Público
5053,276,Consultorio Ercilla,Otro,Público
5054,273,Centro de Salud Familiar Alemania de Angol,CESFAM,Público
5055,273,Centro de Salud Familiar Piedra del Águila,CESFAM,Público
5056,283,Centro de Salud Familiar Victoria,CESFAM,Público
5057,273,Posta de Salud Rural Vegas Blancas,Posta,Público
5058,273,Posta de Salud Rural Coyanco,Posta,Público
5059,273,Posta de Salud Rural Colonia Manuel Rodríguez,Posta,Público
5060,280,Posta de Salud Rural Cuartel Quemado,Posta,Público
5061,280,Posta de Salud Rural Coyancahuín,Posta,Público
5062,280,Posta de Salud Rural El Lingue,Posta,Público
5063,278,Posta de Salud Rural San Ramón de Los Sauces,Posta,Público
5064,278,Posta de Salud Rural Trintre,Posta,Público
5065,281,Posta de Salud Rural Tijeral,Posta,Público
5066,274,Posta de Salud Rural Maica,Posta,Público
5067,274,Posta de Salud Rural Mininco,Posta,Público
5068,274,Posta de Salud Rural La Batalla,Posta,Público
5069,274,Posta de Salud Rural Amargo,Posta,Público
5070,274,Posta de Salud Rural Niblinto,Posta,Público
5071,276,Posta de Salud Rural Chequenco,Posta,Público
5072,282,Posta de Salud Rural Aniñir,Posta,Público
5073,282,Posta de Salud Rural Molco,Posta,Público
5074,282,Posta de Salud Rural Quechereguas,Posta,Público
5075,278,Posta de Salud Rural Santa Rosa (Los Sauces ),Posta,Público
5076,282,Posta de Salud Rural Temulemu,Posta,Público
5077,282,Posta de Salud Rural Quilquén,Posta,Público
5078,279,Posta de Salud Rural Pichipellahuén,Posta,Público
5079,279,Posta de Salud Rural Curilebu,Posta,Público
5080,279,Posta de Salud Rural Manzanar ( Lumaco ),Posta,Público
5081,279,Posta de Salud Rural Chanco,Posta,Público
5082,279,Posta de Salud Rural La Herradura,Posta,Público
5083,280,Posta de Salud Rural Loncoyán,Posta,Público
5084,283,Posta de Salud Rural Selva Oscura,Posta,Público
5085,283,Posta de Salud Rural Púa,Posta,Público
5086,283,Posta de Salud Rural Quino,Posta,Público
5087,276,Centro Comunitario de Salud Familiar Pailahueque,Centro Comunitario,Público
5088,283,Posta de Salud Rural Rosario,Posta,Público
5089,283,Posta de Salud Rural Cullinco,Posta,Público
5090,283,Posta de Salud Rural California,Posta,Público
5091,283,Posta de Salud Rural Reducción Pailahueque,Posta,Público
5092,280,Posta de Salud Rural Huitranlebu,Posta,Público
5093,276,Posta de Salud Rural Chacaico,Posta,Público
5094,276,Posta de Salud Rural Tricauco,Posta,Público
5095,276,Posta de Salud Rural Temocuicui,Posta,Público
5096,275,Posta de Salud Rural Malalcahuello,Posta,Público
5097,275,Posta de Salud Rural Río Blanco (Curacautín),Posta,Público
5098,275,Posta de Salud Rural La Tepa,Posta,Público
5099,275,Posta de Salud Rural Santa Ana,Posta,Público
5100,275,Posta de Salud Rural Radalco,Posta,Público
5101,275,Posta de Salud Rural Rariruca,Posta,Público
5102,275,Posta de Salud Rural Manzanar ( Curacautín ),Posta,Público
5103,277,Posta de Salud Rural Contraco,Posta,Público
5104,277,Posta de Salud Rural Lolén,Posta,Público
5105,277,Posta de Salud Rural Sierra Nevada,Posta,Público
5106,277,Posta de Salud Rural Icalma,Posta,Público
5107,277,Posta de Salud Rural Liucura (Lonquimay),Posta,Público
5108,277,Posta de Salud Rural Pedregoso (Lonquimay),Posta,Público
5109,277,Posta de Salud Rural Pichipehuenco,Posta,Público
5110,277,Posta de Salud Rural Troyo,Posta,Público
5111,277,Posta de Salud Rural Ranquil,Posta,Público
5112,278,Posta de Salud Rural Pivadenco,Posta,Público
5113,282,Posta de Salud Rural Didaico,Posta,Público
5114,274,Posta de Salud Rural Encinar,Posta,Público
5115,275,Posta de Salud Rural Santa Julia,Posta,Público
5116,273,Centro Comunitario de Salud Familiar Consultorio Alemania de Angol,Centro Comunitario,Público
5117,279,Centro Comunitario de Salud Familiar Capitán Pastene,Centro Comunitario,Público
5118,283,Centro Comunitario de Salud Familiar Cons. Victoria,Centro Comunitario,Público
5119,273,SAR Alemania,SAR,Público
5120,273,Laboratorio Clínico Cordillera - Sala Externa de Toma de Muestras,Laboratorio,Privado
5121,256,Centro Comunitario de Salud Familiar El Bosque,Centro Comunitario,Público
5122,253,Centro Comunitario de Salud Familiar Carahue,Centro Comunitario,Público
5123,254,Centro Comunitario de Salud Familiar Las Villas,Centro Comunitario,Público
5124,252,Centro de Imagenología y Diagnóstico,Otro,Privado
5125,252,SAPU Amanecer,SAPU,Público
5126,266,SAPU Pucón,SAPU,Público
5127,252,SAPU Pueblo Nuevo,SAPU,Público
5128,256,SAPU Freire,SAPU,Público
5129,252,SAR Labranza,SAR,Público
5130,271,SAPU Los Volcanes,SAPU,Público
5131,262,SAPU Nueva Imperial,SAPU,Público
5132,252,SAPU Pedro de Valdivia,SAPU,Público
5133,263,SAPU Pulmahue,SAPU,Público
5134,252,SAPU Villa Alegre,SAPU,Público
5135,271,SAPU Villarica,SAPU,Público
5136,282,Laboratorio Clínico Centro Médico Traiguén,Centro Médico,Privado
5137,259,Laboratorio Clínico MasterLab,Laboratorio,Privado
5138,252,Centro de Diálisis Tecnodial Ltda.,Otro,Privado
5139,262,Centro de Diálisis Los Ángeles Limitada,Otro,Privado
5140,274,Centro de Diálisis VidaDial Collipulli,Otro,Privado
5141,252,Centro de Diálisis Villarrica Limitada,Otro,Privado
5142,271,Centro de Diálisis Villarrica Ltda.,Otro,Privado
5143,252,Centro de Diálisis Araucanía Limitada,Otro,Privado
5144,283,Centro de Diálisis Temuco Ltda.,Otro,Privado
5145,273,Centro de Diálisis Bayo Dial,Otro,Privado
5146,273,Centro de Diálisis Angol Dial Ltda.,Otro,Privado
5147,273,SAPU Huequén,SAPU,Público
5148,283,SAR Victoria,SAR,Público
5149,252,Centro de Salud Familiar El Carmen,CESFAM,Público
5150,263,Centro de Salud Familiar Conun Huenu,CESFAM,Público
5151,252,Centro Médico y Dental La Araucana Temuco,Centro Médico,Privado
5152,284,Posta de Salud Cayumapu,Posta,Público
5153,293,SAPU Belarmina Paredes,SAPU,Público
5154,294,SAPU Ranco,SAPU,Público
5155,284,SAPU Niebla,SAPU,Público
5156,291,SAPU Panguipulli,SAPU,Público
5157,284,Posta de Salud Rural Huellelhue,Posta,Público
5158,284,Posta de Salud Rural Curiñanco,Posta,Público
5159,285,Posta de Salud Rural Isla del Rey,Posta,Público
5160,285,Posta de Salud Rural Chaihuín,Posta,Público
5161,287,Posta de Salud Rural El Salto,Posta,Público
5162,287,Posta de Salud Rural Las Huellas,Posta,Público
5163,287,Posta de Salud Rural Antilhue,Posta,Público
5164,287,Posta de Salud Rural Riñihue,Posta,Público
5165,287,Posta de Salud Rural Folilco,Posta,Público
5166,287,Posta de Salud Rural Malihue,Posta,Público
5167,291,Posta de Salud Rural Melefquén,Posta,Público
5168,289,Posta de Salud Rural Chan Chan,Posta,Público
5169,289,Posta de Salud Rural Mehuín,Posta,Público
5170,289,Posta de Salud Rural Mississippi,Posta,Público
5171,289,Posta de Salud Rural Pelchuquín,Posta,Público
5172,289,Posta de Salud Rural Ciruelos,Posta,Público
5173,289,Posta de Salud Rural Alepué,Posta,Público
5174,289,Posta de Salud Rural Iñipulli,Posta,Público
5175,291,Posta de Salud Rural Huitag,Posta,Público
5176,291,Posta de Salud Rural Neltume,Posta,Público
5177,291,Centro Comunitario de Salud Familiar Liquiñe,Centro Comunitario,Público
5178,291,Posta de Salud Rural Pirihueico,Posta,Público
5179,291,Posta de Salud Rural Cayumapu,Posta,Público
5180,292,Posta de Salud Rural Catamutún,Posta,Público
5181,292,Posta de Salud Rural Puerto Nuevo,Posta,Público
5182,292,Posta de Salud Rural Choroico (La Unión),Posta,Público
5183,292,Posta de Salud Rural Pilpilcahuín,Posta,Público
5184,292,Posta de Salud Rural Traiguén ( La Unión),Posta,Público
5185,292,Posta de Salud Rural Llancacura,Posta,Público
5186,295,Posta de Salud Rural Crucero (Río Bueno),Posta,Público
5187,295,Posta de Salud Rural Vivanco,Posta,Público
5188,295,Posta de Salud Rural Carimallín,Posta,Público
5189,295,Posta de Salud Rural Trapi,Posta,Público
5190,295,Posta de Salud Rural Cayurruca,Posta,Público
5191,295,Posta de Salud Rural Futahuente,Posta,Público
5192,290,Posta de Salud Rural Reumén,Posta,Público
5193,290,Posta de Salud Rural Pichirropulli,Posta,Público
5194,290,Posta de Salud Rural Aguas Negras,Posta,Público
5195,293,Posta de Salud Rural Arquilhue,Posta,Público
5196,293,Posta de Salud Rural Loncopán,Posta,Público
5197,293,Posta de Salud Rural Maihue,Posta,Público
5198,293,Posta de Salud Rural Huapi,Posta,Público
5199,293,Posta de Salud Rural Llifén,Posta,Público
5200,294,Posta de Salud Rural Pitriuco,Posta,Público
5201,294,Posta de Salud Rural Illahuape,Posta,Público
5202,294,Centro Comunitario de Salud Familiar Riñinahue,Centro Comunitario,Público
5203,284,Posta de Salud Rural Morrompulli,Posta,Público
5204,291,Posta de Salud Rural Bocatoma,Posta,Público
5205,292,Posta de Salud Rural Santa Elisa,Posta,Público
5206,292,Posta de Salud Rural Mashue,Posta,Público
5207,295,Posta de Salud Rural Mantilhue,Posta,Público
5208,290,Posta de Salud Rural Santa Rosa (Paillaco),Posta,Público
5209,290,Posta de Salud Rural Santa Filomena (Paillaco),Posta,Público
5210,294,Posta de Salud Rural Calcurrupe,Posta,Público
5211,288,Posta de Salud Rural Huichaco,Posta,Público
5212,294,Posta de Salud Rural Pocura,Posta,Público
5213,294,Posta de Salud Rural Rupumeica,Posta,Público
5214,292,Posta de Salud Rural Los Esteros,Posta,Público
5215,293,Centro Comunitario de Salud Familiar Nontuela,Centro Comunitario,Público
5216,291,Posta de Salud Rural Lago Neltume,Posta,Público
5217,287,Posta de Salud Rural Pellinada,Posta,Público
5218,284,COSAM Comunitario Las Ánimas,Otro,Público
5219,284,COSAM Angachilla,Otro,Público
5220,284,Centro Comunitario de Salud Familiar Barrios Bajos,Centro Comunitario,Público
5221,284,Centro Comunitario de Salud Familiar Consultorio Las Ánimas,Centro Comunitario,Público
5222,284,Centro Comunitario de Salud Familiar Gil de Castro,Centro Comunitario,Público
5223,289,Centro Comunitario de Salud Familiar Mehuín,Centro Comunitario,Público
5224,291,Centro Comunitario de Salud Familiar Neltume,Centro Comunitario,Público
5225,292,Centro Comunitario de Salud Familiar Los Lagos,Centro Comunitario,Público
5226,284,Centro Comunitario de Salud Familiar Cons. Angachilla,Centro Comunitario,Público
5227,287,Centro Comunitario de Salud Familiar Manuel Miranda,Centro Comunitario,Público
5228,284,Centro Comunitario de Salud Familiar Pablo Neruda,Centro Comunitario,Público
5229,289,Centro Comunitario de Salud Familiar Dr. Silva de La Paz (San Francisco),Centro Comunitario,Público
5230,284,SAPU Las Ánimas,SAPU,Público
5231,284,SAPU Gil de Castro,SAPU,Público
5232,292,SAR La Unión,SAR,Público
5233,286,SAPU Malalhue,SAPU,Público
5234,295,SAPU Río Bueno,SAPU,Público
5235,284,SAPU Angachilla,SAPU,Público
5236,284,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Valdivia),Otro,Público
5237,284,PRAIS (S.S. Valdivia),Otro,Público
5238,284,Clínica Dental Móvil A Rural Triple. Pat. BKYS94 (Valdivia),Clínica,Público
5239,284,Clínica Dental Móvil B Urbana Triple. Pat. BKYS92 (Valdivia),Clínica,Público
5240,284,Hospital Clínico Regional (Valdivia),Hospital,Público
5241,285,Hospital de Corral,Hospital,Público
5242,287,Hospital de Los Lagos,Hospital,Público
5243,286,Hospital de Lanco,Hospital,Público
5244,292,Hospital Juan Morey (La Unión),Hospital,Público
5245,295,Hospital de Río Bueno,Hospital,Público
5246,290,Hospital de Paillaco,Hospital,Público
5247,289,Hospital de Mariquina,Hospital,Público
5248,291,Hospital Padre Bernabé de Lucerna (Panguipulli) (D),Hospital,Público
5249,284,Clínica Alemana Valdivia,Clínica,Privado
5250,284,Clínica Mutual de Seguridad CChC Valdivia,Clínica,Privado
5251,284,Centro CONIN Valdivia,Otro,Privado
5252,284,Megasalud S.A Centro Médico y Dental Valdivia,Centro Médico,Privado
5253,292,Clínica del Trabajador AChS,Clínica,Privado
5254,284,Policlínico Carabineros Valdivia,Policlínico,Privado
5255,284,Centro Clínico Militar,Centro Clínico,Privado
5256,284,Centro de Salud Universidad Austral de Chile,Otro,Privado
5257,284,Centro de Salud Masisa,Otro,Privado
5258,284,Policlínico Astilleros y Servicios Navales ASENAV,Policlínico,Privado
5259,284,Centro Penitenciario Valdivia,Otro,Privado
5260,284,Policlínico Infodema,Policlínico,Privado
5261,292,Centro de Salud Mutual CChC La Unión,Mutual,Privado
5262,295,Centro de Salud AChS Río Bueno,Otro,Privado
5263,284,Clínica Collico,Clínica,Privado
5264,284,Clínica del Trabajador AChS de Valdivia,Clínica,Privado
5265,284,Centro Médico Beaucheff,Centro Médico,Privado
5266,284,Centro Médico Surmedica,Centro Médico,Privado
5267,284,CMA Costanera,Otro,Privado
5268,284,Centro Odontológico Costanera,Otro,Privado
5269,295,Policlínico de Atención Primaria Gendarmería de Chile,Policlínico,Privado
5270,284,Policlínico Regional de Gendarmería,Policlínico,Privado
5271,284,Laboratorio Clínico Centro Médico Valdivia,Centro Médico,Privado
5272,284,Laboratorio Clínico Valdivia,Laboratorio,Privado
5273,284,Laboratorio Clínico Sociedad Cruz y Guiresse Ltda.,Laboratorio,Privado
5274,284,Laboratorio de la Clínica Alemana de Valdivia,Clínica,Privado
5275,284,Laboratorio Clínico e Inversiones Médicas y Diagnósticas Ltda.,Laboratorio,Privado
5276,284,Sociedad Laboratorio Especialidades Médicas Ltda.,Laboratorio,Privado
5277,292,Sociedad laboratorio Clínico Unión Ltda.,Laboratorio,Privado
5278,292,Laboratorio Austral Ltda.,Laboratorio,Privado
5279,287,Laboratorio Sociedad Andrade Salas y Cía. Ltda.,Laboratorio,Privado
5280,291,Laboratorio Frilab,Laboratorio,Privado
5281,295,Laboratorio Clínico Suranálilsis Ltda.,Laboratorio,Privado
5282,284,Laboratorio Clínico y Especialidades Ltda,Laboratorio,Privado
5283,284,Laboratorio de Nefrología e Histocompatibilidad Universidad Austral de Chile,Laboratorio,Privado
5284,284,Laboratorio Clínico Laboclin,Laboratorio,Privado
5285,284,Laboratorio de Histología y Citopatología Valdivia Ltda.,Laboratorio,Privado
5286,284,Laboratorio Clínico Bionet S.A,Laboratorio,Privado
5287,292,Laboratorio Beneficiencia Osorno,Laboratorio,Privado
5288,284,Centro de Salud Familiar Externo Valdivia,CESFAM,Público
5289,284,Centro de Salud Familiar Las Ánimas,CESFAM,Público
5290,284,Centro de Salud Familiar Dr. Jorge Sabat Gozalo (Ex Gil de Castro),CESFAM,Público
5291,289,Centro de Salud Familiar San José de la Mariquina,CESFAM,Público
5292,291,Centro de Salud Familiar Panguipulli,CESFAM,Público
5293,293,Centro de Salud Familiar Belarmina Paredes,CESFAM,Público
5294,294,Centro de Salud Familiar Juan Santa María Bonet,CESFAM,Público
5295,288,Centro de Salud Familiar Máfil,CESFAM,Público
5296,291,Centro de Salud Familiar Coñaripe,CESFAM,Público
5297,291,Centro de Salud Familiar Choshuenco,CESFAM,Público
5298,292,Centro de Salud Familiar Dr. Alfredo Gantz Mann,CESFAM,Público
5299,286,Centro de Salud Familiar Malalhue,CESFAM,Público
5300,295,Centro de Salud Familiar Río Bueno,CESFAM,Público
5301,284,Centro de Salud Familiar Niebla,CESFAM,Público
5302,284,Centro de Salud Familiar Angachilla,CESFAM,Público
5303,290,Centro de Salud Familiar Lautaro Caro Ríos,CESFAM,Público
5304,287,Centro de Salud Familiar Los Lagos,CESFAM,Público
5305,284,Posta de Salud Rural Punucapa,Posta,Público
5306,284,SAR Barrios Bajos,SAR,Público
5307,284,Centro Comunitario de Salud Familiar Guacamayo,Centro Comunitario,Público
5308,284,Centro de Diálisis Nephrocare Los Ríos,Otro,Privado
5309,284,Centro de Diálisis Valdivia,Otro,Privado
5310,288,Centro Comunitario de Salud Familiar Máfil,Centro Comunitario,Público
5311,284,Centro Médico Docente Asistencial Universidad San Sebastián,Centro Médico,Privado
5312,284,Centro Médico Docente Asistencial Universidad Santo Tomás,Centro Médico,Privado
5313,292,Centro Comunitario de Salud Familiar Dr. Alberto Daiber,Centro Comunitario,Público
5314,284,Centro Odontológico Uno Saluld Dental Valdivia,Otro,Privado
5315,287,Centro Comunitario de Salud Familiar Folilco,Centro Comunitario,Público
5316,284,Instituto de Rehabilitación Infantil TELETÓN (Valdivia),TELETÓN,Privado
5317,305,Laboratorio Clínico el Bosque,Laboratorio,Privado
5318,296,Centro de Salud Médico Dental Universitario de la Universidad de Los Lagos,Otro,Privado
5319,296,Policlínico Institucional de Gendarmería de Chile (Puerto Montt),Policlínico,Privado
5320,296,Hospital de día Infanto Adolescente,Hospital,Público
5321,305,Laboratorio Clínico Austral,Laboratorio,Privado
5322,296,Centro Comunitario de Salud Familiar Puerta Sur,Centro Comunitario,Público
5323,296,Centro Odontológico Uno Salud Dental Puerto Montt,Otro,Privado
5324,296,Centro Médico Medicenter Puerto Montt,Centro Médico,Privado
5325,296,Laboratorio Clínico DESAM Puerto Montt,Laboratorio,Público
5326,304,Vacunatorio Austral E.I.R.L.,Vacunatorio,Privado
5327,315,CDR de Adultos Mayores con Demencia,Otro,Público
5328,317,Centro Comunitario de Salud Familiar Barrio Estación,Centro Comunitario,Público
5329,306,Centro Comunitario de Salud Familiar Puntra Degañ,Centro Comunitario,Público
5330,305,Centro Comunitario de Salud Familiar Gamboa,Centro Comunitario,Público
5331,297,Consulta Dental La Araucana Salud,Otro,Privado
5332,315,Consulta Dental La Araucana Salud,Otro,Privado
5333,315,COSAM ORIENTE,Otro,Público
5334,315,Unidad de Memoria AYEKAN,Otro,Público
5335,320,Posta de Salud Rural Chamilco,Posta,Público
5336,312,Centro Comunitario de Salud Familiar Villa Aytue,Centro Comunitario,Público
5337,296,Centro Médico Imagenología Sur Cruz Médica,Centro Médico,Privado
5338,312,Laboratorio Clínico Corcovado,Laboratorio,Privado
5339,315,Policlínico Centro de Cumplimiento Penitenciario de Osorno,Policlínico,Privado
5340,296,Centro Comunitario de Salud Familiar Alerce Norte,Centro Comunitario,Público
5341,304,Posta de Salud Rural Colonia Río Sur,Posta,Público
5342,304,Posta de Salud Rural Ralún,Posta,Público
5343,302,Posta de Salud Rural Loncotoro,Posta,Público
5344,302,Posta de Salud Rural Pellines (Llanquihue),Posta,Público
5345,302,Posta de Salud Rural Colegual,Posta,Público
5346,300,Posta de Salud Rural Casma,Posta,Público
5347,300,Posta de Salud Rural Centinela,Posta,Público
5348,299,Posta de Salud Rural Parga,Posta,Público
5349,299,Posta de Salud Rural Tegualda,Posta,Público
5350,299,Posta de Salud Rural Polizones,Posta,Público
5351,299,Posta de Salud Rural Cau,Posta,Público
5352,299,Posta de Salud Rural Mañío,Posta,Público
5353,299,Posta de Salud Rural El Mirador,Posta,Público
5354,299,Posta de Salud Rural Traiguén (Fresia),Posta,Público
5355,299,Posta de Salud Rural Las Cruces ( Fresia),Posta,Público
5356,299,Posta de Salud Rural Línea Sin Nombre,Posta,Público
5357,303,Posta de Salud Rural Carelmapu,Posta,Público
5358,303,Posta de Salud Rural Misquihue,Posta,Público
5359,303,Posta de Salud Rural Peñol,Posta,Público
5360,303,Posta de Salud Rural Astillero,Posta,Público
5361,303,Posta de Salud Rural La Pasada,Posta,Público
5362,303,Posta de Salud Rural Quenuir,Posta,Público
5363,297,Posta de Salud Rural Pargua,Posta,Público
5364,297,Posta de Salud Rural Putenio,Posta,Público
5365,297,Centro Comunitario de Salud Familiar Texas,Centro Comunitario,Público
5366,297,Posta de Salud Rural Aguantao,Posta,Público
5367,297,Posta de Salud Rural Peñasmo,Posta,Público
5368,297,Posta de Salud Rural Avellanal,Posta,Público
5369,297,Posta de Salud Rural Tabón,Posta,Público
5370,297,Posta de Salud Rural Huar,Posta,Público
5371,297,Posta de Salud Rural Chauquear,Posta,Público
5372,297,Posta de Salud Rural Chayahue,Posta,Público
5373,297,Posta de Salud Rural Pergue,Posta,Público
5374,297,Posta de Salud Rural Quetrulauquén,Posta,Público
5375,297,Posta de Salud Rural San Antonio (Calbuco),Posta,Público
5376,297,Posta de Salud Rural San Agustín (Calbuco),Posta,Público
5377,301,Posta de Salud Rural Cañitas,Posta,Público
5378,301,Posta de Salud Rural Los Piques,Posta,Público
5379,301,Posta de Salud Rural Cumbre Alta,Posta,Público
5380,301,Posta de Salud Rural Quillagua (Los Muermos),Posta,Público
5381,322,Posta de Salud Rural Chulín,Posta,Público
5382,322,Posta de Salud Rural Buill,Posta,Público
5383,322,Posta de Salud Rural Talcán,Posta,Público
5384,322,Posta de Salud Rural Nayahue,Posta,Público
5385,322,Posta de Salud Rural Chumeldén,Posta,Público
5386,322,Posta de Salud Rural Ayacara,Posta,Público
5387,322,Posta de Salud Rural El Frío o Santa Lucía,Posta,Público
5388,322,Posta de Salud Rural Chana,Posta,Público
5389,325,Posta de Salud Rural Puerto Ramírez,Posta,Público
5390,323,Posta de Salud Rural El Azul,Posta,Público
5391,325,Posta de Salud Rural El Malito,Posta,Público
5392,297,Posta de Salud Rural Chope,Posta,Público
5393,298,Posta de Salud Rural Pocoihuén,Posta,Público
5394,323,Posta de Salud Rural El Espolón,Posta,Público
5395,296,Posta de Salud Rural Huelmo,Posta,Público
5396,298,Posta de Salud Rural Valle El Frío,Posta,Público
5397,296,Posta de Salud Rural Piedra Azul,Posta,Público
5398,301,Posta de Salud Rural Estaquilla,Posta,Público
5399,322,Posta de Salud Rural Hueque,Posta,Público
5400,302,Posta de Salud Rural Macal,Posta,Público
5401,322,Posta de Salud Rural Casa de Pesca,Posta,Público
5402,297,Posta de Salud Rural Machil,Posta,Público
